"log_date","app_name","user_id","payment"
"2013-06-05","game-01",286,5710
"2013-06-05","game-01",2784,810
"2013-06-05","game-01",6544,13330
"2013-06-05","game-01",10844,1620
"2013-06-05","game-01",10844,4860
"2013-06-05","game-01",10844,810
"2013-06-05","game-01",6459,1620
"2013-06-05","game-01",14454,5710
"2013-06-05","game-01",14729,1620
"2013-06-05","game-01",246,5710
"2013-06-06","game-01",364,5710
"2013-06-06","game-01",159,810
"2013-06-06","game-01",257,1620
"2013-06-06","game-01",183,5710
"2013-06-06","game-01",12233,4860
"2013-06-06","game-01",220,1620
"2013-06-06","game-01",6459,1620
"2013-06-06","game-01",14454,5710
"2013-06-06","game-01",14454,3240
"2013-06-06","game-01",15146,1620
"2013-06-06","game-01",13121,1620
"2013-06-06","game-01",6482,13330
"2013-06-07","game-01",128,1620
"2013-06-07","game-01",351,13330
"2013-06-07","game-01",157,4860
"2013-06-07","game-01",3547,5710
"2013-06-07","game-01",183,1620
"2013-06-07","game-01",10460,810
"2013-06-07","game-01",12897,810
"2013-06-07","game-01",14454,4860
"2013-06-07","game-01",1359,810
"2013-06-07","game-01",963,810
"2013-06-07","game-01",963,5710
"2013-06-07","game-01",340,13330
"2013-06-08","game-01",15539,1620
"2013-06-08","game-01",3,5710
"2013-06-08","game-01",257,1620
"2013-06-08","game-01",734,810
"2013-06-08","game-01",10487,5710
"2013-06-08","game-01",71,13330
"2013-06-08","game-01",14454,810
"2013-06-08","game-01",235,13330
"2013-06-08","game-01",12954,810
"2013-06-08","game-01",246,1620
"2013-06-08","game-01",340,13330
"2013-06-08","game-01",340,5710
"2013-06-09","game-01",128,810
"2013-06-09","game-01",146,810
"2013-06-09","game-01",3,13330
"2013-06-09","game-01",15634,810
"2013-06-09","game-01",14454,1620
"2013-06-09","game-01",14454,5710
"2013-06-09","game-01",14454,810
"2013-06-09","game-01",14454,6480
"2013-06-09","game-01",340,5710
"2013-06-09","game-01",340,13330
"2013-06-10","game-01",117,9520
"2013-06-10","game-01",128,3330
"2013-06-10","game-01",351,9520
"2013-06-10","game-01",351,5710
"2013-06-10","game-01",364,3330
"2013-06-10","game-01",3,9520
"2013-06-10","game-01",159,810
"2013-06-10","game-01",497,810
"2013-06-10","game-01",10287,5710
"2013-06-10","game-01",11704,810
"2013-06-10","game-01",15634,1620
"2013-06-10","game-01",11,9520
"2013-06-10","game-01",220,1620
"2013-06-10","game-01",71,5710
"2013-06-10","game-01",14454,810
"2013-06-10","game-01",14454,6660
"2013-06-10","game-01",1359,1620
"2013-06-10","game-01",1359,3330
"2013-06-10","game-01",235,9520
"2013-06-10","game-01",14729,810
"2013-06-10","game-01",246,810
"2013-06-11","game-01",117,13330
"2013-06-11","game-01",117,5710
"2013-06-11","game-01",117,9520
"2013-06-11","game-01",351,9520
"2013-06-11","game-01",364,5710
"2013-06-11","game-01",146,810
"2013-06-11","game-01",13179,3330
"2013-06-11","game-01",3,13330
"2013-06-11","game-01",3,9520
"2013-06-11","game-01",159,3330
"2013-06-11","game-01",16320,1620
"2013-06-11","game-01",16521,1620
"2013-06-11","game-01",460,5710
"2013-06-11","game-01",220,5710
"2013-06-11","game-01",12941,810
"2013-06-11","game-01",3880,810
"2013-06-11","game-01",6459,5710
"2013-06-11","game-01",1359,810
"2013-06-11","game-01",963,5710
"2013-06-11","game-01",6482,9520
"2013-06-12","game-01",15803,810
"2013-06-12","game-01",15803,5710
"2013-06-12","game-01",128,810
"2013-06-12","game-01",364,1620
"2013-06-12","game-01",364,5710
"2013-06-12","game-01",14766,810
"2013-06-12","game-01",14766,5710
"2013-06-12","game-01",14766,1620
"2013-06-12","game-01",16708,810
"2013-06-12","game-01",15634,810
"2013-06-12","game-01",15110,810
"2013-06-12","game-01",15110,5710
"2013-06-12","game-01",15647,1620
"2013-06-12","game-01",71,13330
"2013-06-12","game-01",14880,810
"2013-06-12","game-01",10384,810
"2013-06-12","game-01",246,1620
"2013-06-12","game-01",340,13330
"2013-06-13","game-01",351,13330
"2013-06-13","game-01",364,13330
"2013-06-13","game-01",35,13330
"2013-06-13","game-01",9376,1620
"2013-06-13","game-01",15936,810
"2013-06-13","game-01",10460,810
"2013-06-13","game-01",286,5710
"2013-06-13","game-01",1359,810
"2013-06-13","game-01",12954,810
"2013-06-13","game-01",16905,5710
"2013-06-13","game-01",963,810
"2013-06-13","game-01",963,5710
"2013-06-14","game-01",35,13330
"2013-06-14","game-01",35,1620
"2013-06-14","game-01",13179,810
"2013-06-14","game-01",257,1620
"2013-06-14","game-01",15936,5710
"2013-06-14","game-01",535,810
"2013-06-14","game-01",10844,3240
"2013-06-14","game-01",71,3240
"2013-06-14","game-01",6459,6480
"2013-06-14","game-01",1359,0
"2013-06-14","game-01",235,25710
"2013-06-14","game-01",16905,5710
"2013-06-14","game-01",16905,810
"2013-06-15","game-01",117,1620
"2013-06-15","game-01",15803,3240
"2013-06-15","game-01",15803,1620
"2013-06-15","game-01",15803,11420
"2013-06-15","game-01",128,810
"2013-06-15","game-01",351,1620
"2013-06-15","game-01",351,13330
"2013-06-15","game-01",11335,5710
"2013-06-15","game-01",146,5710
"2013-06-15","game-01",35,1620
"2013-06-15","game-01",13179,810
"2013-06-15","game-01",159,1620
"2013-06-15","game-01",13948,810
"2013-06-15","game-01",13015,13330
"2013-06-15","game-01",8177,1620
"2013-06-15","game-01",16522,1620
"2013-06-15","game-01",10844,1620
"2013-06-15","game-01",10844,810
"2013-06-15","game-01",10844,3240
"2013-06-15","game-01",6459,1620
"2013-06-15","game-01",14454,4050
"2013-06-15","game-01",14454,8100
"2013-06-15","game-01",14454,5710
"2013-06-15","game-01",235,13330
"2013-06-16","game-01",117,13330
"2013-06-16","game-01",117,3240
"2013-06-16","game-01",15803,1620
"2013-06-16","game-01",128,1620
"2013-06-16","game-01",6325,810
"2013-06-16","game-01",351,13330
"2013-06-16","game-01",364,1620
"2013-06-16","game-01",11335,5710
"2013-06-16","game-01",146,1620
"2013-06-16","game-01",35,13330
"2013-06-16","game-01",3,5710
"2013-06-16","game-01",1821,810
"2013-06-16","game-01",15936,5710
"2013-06-16","game-01",203,1620
"2013-06-16","game-01",2784,5710
"2013-06-16","game-01",14421,810
"2013-06-16","game-01",6767,810
"2013-06-16","game-01",71,1620
"2013-06-16","game-01",71,8100
"2013-06-16","game-01",71,810
"2013-06-16","game-01",71,5710
"2013-06-16","game-01",71,11420
"2013-06-16","game-01",14454,4860
"2013-06-16","game-01",14454,810
"2013-06-16","game-01",1359,1620
"2013-06-16","game-01",1359,0
"2013-06-16","game-01",17940,810
"2013-06-16","game-01",17940,13330
"2013-06-16","game-01",16905,810
"2013-06-17","game-01",15803,3330
"2013-06-17","game-01",15803,810
"2013-06-17","game-01",364,13330
"2013-06-17","game-01",6637,1620
"2013-06-17","game-01",35,1620
"2013-06-17","game-01",497,810
"2013-06-17","game-01",203,1620
"2013-06-17","game-01",1359,810
"2013-06-17","game-01",340,9520
"2013-06-18","game-01",351,810
"2013-06-18","game-01",3,13330
"2013-06-18","game-01",3,9520
"2013-06-18","game-01",159,810
"2013-06-18","game-01",1359,810
"2013-06-18","game-01",340,13330
"2013-06-18","game-01",15420,9520
"2013-06-19","game-01",351,13330
"2013-06-19","game-01",13179,810
"2013-06-19","game-01",159,810
"2013-06-19","game-01",435,5710
"2013-06-19","game-01",18440,1620
"2013-06-19","game-01",17099,1620
"2013-06-19","game-01",18071,2430
"2013-06-19","game-01",11,810
"2013-06-19","game-01",18481,1620
"2013-06-19","game-01",8851,810
"2013-06-19","game-01",15420,5710
"2013-06-19","game-01",15420,13330
"2013-06-20","game-01",35,1620
"2013-06-20","game-01",35,13330
"2013-06-20","game-01",18128,810
"2013-06-20","game-01",435,13330
"2013-06-20","game-01",15093,5710
"2013-06-20","game-01",18071,1620
"2013-06-20","game-01",18071,810
"2013-06-20","game-01",15110,810
"2013-06-20","game-01",18481,5710
"2013-06-20","game-01",5422,13330
"2013-06-20","game-01",18944,810
"2013-06-20","game-01",18944,4050
"2013-06-20","game-01",15420,13330
"2013-06-21","game-01",13179,1620
"2013-06-21","game-01",734,5710
"2013-06-21","game-01",18440,810
"2013-06-21","game-01",19666,1620
"2013-06-21","game-01",71,5710
"2013-06-21","game-01",18944,810
"2013-06-22","game-01",128,5710
"2013-06-22","game-01",351,13330
"2013-06-22","game-01",351,4860
"2013-06-22","game-01",364,13330
"2013-06-22","game-01",35,1620
"2013-06-22","game-01",35,13330
"2013-06-22","game-01",13179,810
"2013-06-22","game-01",157,1620
"2013-06-22","game-01",159,810
"2013-06-22","game-01",3048,810
"2013-06-22","game-01",18657,810
"2013-06-22","game-01",15420,3240
"2013-06-22","game-01",15420,5710
"2013-06-23","game-01",18986,810
"2013-06-23","game-01",37,8100
"2013-06-23","game-01",13179,2430
"2013-06-23","game-01",7064,5710
"2013-06-23","game-01",7064,3240
"2013-06-23","game-01",16320,1620
"2013-06-23","game-01",16320,5710
"2013-06-23","game-01",16954,810
"2013-06-23","game-01",734,810
"2013-06-23","game-01",734,2430
"2013-06-23","game-01",734,1620
"2013-06-23","game-01",4171,13330
"2013-06-23","game-01",9829,5710
"2013-06-23","game-01",8745,1620
"2013-06-23","game-01",186,5710
"2013-06-23","game-01",20335,810
"2013-06-23","game-01",20335,5710
"2013-06-23","game-01",5422,25710
"2013-06-23","game-01",71,13330
"2013-06-24","game-01",117,5710
"2013-06-24","game-01",117,9520
"2013-06-24","game-01",351,5710
"2013-06-24","game-01",364,1620
"2013-06-24","game-01",364,5710
"2013-06-24","game-01",13179,3330
"2013-06-24","game-01",157,1620
"2013-06-24","game-01",19845,810
"2013-06-24","game-01",19845,3330
"2013-06-24","game-01",159,3330
"2013-06-24","game-01",20810,2430
"2013-06-24","game-01",403,3330
"2013-06-24","game-01",15110,11420
"2013-06-24","game-01",15110,13330
"2013-06-24","game-01",15110,810
"2013-06-24","game-01",15507,3330
"2013-06-24","game-01",18657,810
"2013-06-24","game-01",18657,1620
"2013-06-25","game-01",117,0
"2013-06-25","game-01",117,13330
"2013-06-25","game-01",128,3330
"2013-06-25","game-01",351,9520
"2013-06-25","game-01",20972,11420
"2013-06-25","game-01",20972,2430
"2013-06-25","game-01",20972,3240
"2013-06-25","game-01",37,9520
"2013-06-25","game-01",13179,810
"2013-06-25","game-01",13179,3330
"2013-06-25","game-01",3,9520
"2013-06-25","game-01",3,13330
"2013-06-25","game-01",281,3330
"2013-06-25","game-01",21165,5710
"2013-06-25","game-01",21165,810
"2013-06-25","game-01",15110,9520
"2013-06-25","game-01",20191,1620
"2013-06-25","game-01",235,25710
"2013-06-25","game-01",6482,5710
"2013-06-25","game-01",6482,9520
"2013-06-26","game-01",351,25710
"2013-06-26","game-01",20972,1620
"2013-06-26","game-01",20972,5710
"2013-06-26","game-01",20972,4050
"2013-06-26","game-01",21254,810
"2013-06-26","game-01",364,13330
"2013-06-26","game-01",364,1620
"2013-06-26","game-01",8812,5710
"2013-06-26","game-01",13179,810
"2013-06-26","game-01",13179,5710
"2013-06-26","game-01",20810,810
"2013-06-26","game-01",9829,1620
"2013-06-26","game-01",19892,810
"2013-06-26","game-01",21165,13330
"2013-06-26","game-01",15110,5710
"2013-06-26","game-01",15110,25710
"2013-06-26","game-01",11470,810
"2013-06-26","game-01",11470,5710
"2013-06-26","game-01",11470,4050
"2013-06-26","game-01",21125,4050
"2013-06-27","game-01",351,1620
"2013-06-27","game-01",20972,5710
"2013-06-27","game-01",364,5710
"2013-06-27","game-01",21500,1620
"2013-06-27","game-01",11335,5710
"2013-06-27","game-01",37,8100
"2013-06-27","game-01",18799,810
"2013-06-27","game-01",20900,5710
"2013-06-27","game-01",11470,5710
"2013-06-27","game-01",11470,1620
"2013-06-27","game-01",15507,5710
"2013-06-27","game-01",6482,13330
"2013-06-27","game-01",21373,4860
"2013-06-28","game-01",364,13330
"2013-06-28","game-01",13179,810
"2013-06-28","game-01",159,810
"2013-06-28","game-01",13015,13330
"2013-06-28","game-01",8745,3240
"2013-06-28","game-01",10460,810
"2013-06-28","game-01",15110,13330
"2013-06-28","game-01",15110,1620
"2013-06-28","game-01",15110,5710
"2013-06-28","game-01",15110,25710
"2013-06-28","game-01",14421,810
"2013-06-28","game-01",6767,1620
"2013-06-28","game-01",11,5710
"2013-06-28","game-01",16531,810
"2013-06-28","game-01",71,5710
"2013-06-28","game-01",6459,6480
"2013-06-28","game-01",1359,1620
"2013-06-28","game-01",3048,810
"2013-06-28","game-01",15507,5710
"2013-06-28","game-01",246,1620
"2013-06-29","game-01",128,1620
"2013-06-29","game-01",351,13330
"2013-06-29","game-01",364,1620
"2013-06-29","game-01",13179,1620
"2013-06-29","game-01",13179,810
"2013-06-29","game-01",3,5710
"2013-06-29","game-01",157,1620
"2013-06-29","game-01",13948,1620
"2013-06-29","game-01",734,1620
"2013-06-29","game-01",9829,1620
"2013-06-29","game-01",8745,3240
"2013-06-29","game-01",10460,810
"2013-06-29","game-01",10287,810
"2013-06-29","game-01",7575,810
"2013-06-29","game-01",14438,810
"2013-06-29","game-01",18657,810
"2013-06-30","game-01",128,1620
"2013-06-30","game-01",351,3240
"2013-06-30","game-01",20972,3240
"2013-06-30","game-01",364,3240
"2013-06-30","game-01",11335,5710
"2013-06-30","game-01",144,1620
"2013-06-30","game-01",3,13330
"2013-06-30","game-01",3,5710
"2013-06-30","game-01",9376,810
"2013-06-30","game-01",10287,810
"2013-06-30","game-01",12221,810
"2013-06-30","game-01",22435,13330
"2013-06-30","game-01",7575,2430
"2013-06-30","game-01",71,13330
"2013-06-30","game-01",711,5710
"2013-06-30","game-01",246,810
"2013-06-30","game-01",6482,1620
"2013-07-30","game-01",128,5710
"2013-07-18","game-01",128,9520
"2013-07-30","game-01",128,13330
"2013-07-09","game-01",128,13330
"2013-07-11","game-01",128,13330
"2013-07-18","game-01",128,13330
"2013-07-16","game-01",128,5710
"2013-07-25","game-01",128,13330
"2013-07-08","game-01",128,5710
"2013-07-11","game-01",128,9520
"2013-07-29","game-01",128,5710
"2013-07-04","game-01",128,3330
"2013-07-25","game-01",128,9520
"2013-07-02","game-01",128,5710
"2013-07-10","game-01",128,9520
"2013-07-04","game-01",128,13330
"2013-07-19","game-01",9520,810
"2013-07-03","game-01",9520,3330
"2013-07-10","game-01",9520,9520
"2013-07-28","game-01",9520,5710
"2013-07-02","game-01",12941,810
"2013-07-02","game-01",12941,13330
"2013-07-01","game-01",12941,1620
"2013-07-02","game-01",12941,5710
"2013-07-02","game-01",12941,3240
"2013-07-02","game-01",12941,1620
"2013-07-22","game-01",314,1620
"2013-07-20","game-01",314,13330
"2013-07-22","game-01",314,13330
"2013-07-15","game-01",314,1620
"2013-07-14","game-01",314,1620
"2013-07-20","game-01",314,1620
"2013-07-04","game-01",314,13330
"2013-07-16","game-01",314,13330
"2013-07-13","game-01",314,13330
"2013-07-14","game-01",314,13330
"2013-07-17","game-01",314,1620
"2013-07-23","game-01",71,8100
"2013-07-27","game-01",71,8100
"2013-07-25","game-01",71,9520
"2013-07-02","game-01",20922,11420
"2013-07-16","game-01",20922,11420
"2013-07-02","game-01",20922,13330
"2013-07-08","game-01",20922,13330
"2013-07-14","game-01",20922,3240
"2013-07-28","game-01",20922,5710
"2013-07-12","game-01",20922,13330
"2013-07-30","game-01",20922,13330
"2013-07-02","game-01",20922,5710
"2013-07-21","game-01",20922,5710
"2013-07-16","game-01",20922,810
"2013-07-16","game-01",20922,1620
"2013-07-23","game-01",20922,13330
"2013-07-16","game-01",20922,5710
"2013-07-16","game-01",20922,8100
"2013-07-10","game-01",20922,5710
"2013-07-25","game-01",159,0
"2013-07-11","game-01",159,9520
"2013-07-25","game-01",159,13330
"2013-07-24","game-01",159,5710
"2013-07-10","game-01",159,9520
"2013-07-02","game-01",159,5710
"2013-07-02","game-01",159,13330
"2013-07-11","game-01",159,5710
"2013-07-15","game-01",159,1620
"2013-07-16","game-01",159,13330
"2013-07-11","game-01",159,13330
"2013-07-16","game-01",159,3240
"2013-07-24","game-01",159,9520
"2013-07-25","game-01",15507,3330
"2013-07-30","game-01",15507,1620
"2013-07-22","game-01",15507,5710
"2013-07-02","game-01",15507,810
"2013-07-10","game-01",15507,3330
"2013-07-15","game-01",15507,810
"2013-07-16","game-01",15507,1620
"2013-07-29","game-01",15507,1620
"2013-07-09","game-01",15507,810
"2013-07-12","game-01",15507,810
"2013-07-07","game-01",15507,1620
"2013-07-30","game-01",3692,1620
"2013-07-16","game-01",10287,1620
"2013-07-09","game-01",10287,810
"2013-07-15","game-01",10287,5710
"2013-07-11","game-01",10287,810
"2013-07-22","game-01",37,1620
"2013-07-24","game-01",37,1620
"2013-07-29","game-01",37,1620
"2013-07-07","game-01",37,4860
"2013-07-28","game-01",17539,810
"2013-07-07","game-01",17539,810
"2013-07-10","game-01",17539,810
"2013-07-11","game-01",17539,3330
"2013-07-19","game-01",17539,810
"2013-07-22","game-01",17539,810
"2013-07-24","game-01",17539,3330
"2013-07-18","game-01",17539,810
"2013-07-15","game-01",17539,1620
"2013-07-07","game-01",16531,1620
"2013-07-07","game-01",16531,5710
"2013-07-23","game-01",210,5710
"2013-07-17","game-01",35,1620
"2013-07-16","game-01",35,1620
"2013-07-11","game-01",21500,5710
"2013-07-10","game-01",21500,1620
"2013-07-03","game-01",21500,1620
"2013-07-07","game-01",21500,1620
"2013-07-02","game-01",21500,1620
"2013-07-14","game-01",497,25710
"2013-07-15","game-01",497,13330
"2013-07-25","game-01",497,25710
"2013-07-10","game-01",497,9520
"2013-07-08","game-01",497,13330
"2013-07-10","game-01",160,810
"2013-07-08","game-01",160,1620
"2013-07-05","game-01",160,5710
"2013-07-02","game-01",160,5710
"2013-07-28","game-01",160,1620
"2013-07-02","game-01",160,2430
"2013-07-30","game-01",160,810
"2013-07-02","game-01",160,810
"2013-07-02","game-01",160,1620
"2013-07-12","game-01",160,1620
"2013-07-07","game-01",146,1620
"2013-07-14","game-01",146,1620
"2013-07-08","game-01",146,1620
"2013-07-25","game-01",351,3330
"2013-07-05","game-01",14421,5710
"2013-07-04","game-01",14421,25710
"2013-07-04","game-01",14421,3330
"2013-07-13","game-01",14421,5710
"2013-07-18","game-01",22064,13330
"2013-07-08","game-01",22064,13330
"2013-07-09","game-01",22064,5710
"2013-07-08","game-01",22064,5710
"2013-07-09","game-01",22064,13330
"2013-07-03","game-01",22064,5710
"2013-07-12","game-01",22064,13330
"2013-07-17","game-01",22064,9520
"2013-07-07","game-01",22064,13330
"2013-07-13","game-01",21223,13330
"2013-07-01","game-01",21223,13330
"2013-07-15","game-01",21223,1620
"2013-07-25","game-01",21223,9520
"2013-07-07","game-01",21223,13330
"2013-07-27","game-01",21223,1620
"2013-07-18","game-01",21223,810
"2013-07-22","game-01",21223,4860
"2013-07-26","game-01",21223,25710
"2013-07-19","game-01",21223,13330
"2013-07-30","game-01",21223,3240
"2013-07-03","game-01",21223,3330
"2013-07-04","game-01",21223,6660
"2013-07-29","game-01",21223,13330
"2013-07-22","game-01",21223,13330
"2013-07-15","game-01",21223,13330
"2013-07-05","game-01",21223,810
"2013-07-16","game-01",21223,13330
"2013-07-10","game-01",21223,5710
"2013-07-24","game-01",21223,5710
"2013-07-10","game-01",21223,9520
"2013-07-11","game-01",21223,9520
"2013-07-04","game-01",21223,13330
"2013-07-22","game-01",4171,13330
"2013-07-28","game-01",4171,13330
"2013-07-17","game-01",4171,13330
"2013-07-16","game-01",4171,1620
"2013-07-24","game-01",4171,5710
"2013-07-12","game-01",4171,1620
"2013-07-30","game-01",4171,3240
"2013-07-29","game-01",4171,1620
"2013-07-01","game-01",4171,5710
"2013-07-07","game-01",4171,5710
"2013-07-11","game-01",4171,5710
"2013-07-27","game-01",4171,5710
"2013-07-24","game-01",4171,1620
"2013-07-26","game-01",4171,1620
"2013-07-10","game-01",4171,3330
"2013-07-02","game-01",4171,1620
"2013-07-02","game-01",4171,5710
"2013-07-13","game-01",4171,13330
"2013-07-12","game-01",4171,5710
"2013-07-04","game-01",4171,5710
"2013-07-26","game-01",4171,13330
"2013-07-24","game-01",1359,3330
"2013-07-19","game-01",14939,5710
"2013-07-20","game-01",14939,13330
"2013-07-02","game-01",14939,5710
"2013-07-04","game-01",14939,3330
"2013-07-11","game-01",21792,5710
"2013-07-10","game-01",235,810
"2013-07-17","game-01",235,810
"2013-07-14","game-01",9824,810
"2013-07-30","game-01",13533,5710
"2013-07-02","game-01",6544,1620
"2013-07-08","game-01",6544,810
"2013-07-29","game-01",6544,1620
"2013-07-23","game-01",6544,1620
"2013-07-23","game-01",6544,2430
"2013-07-23","game-01",6544,810
"2013-07-02","game-01",6544,810
"2013-07-21","game-01",6544,5710
"2013-07-11","game-01",5153,5710
"2013-07-13","game-01",5153,5710
"2013-07-13","game-01",5153,810
"2013-07-07","game-01",5153,810
"2013-07-07","game-01",5153,5710
"2013-07-18","game-01",21276,810
"2013-07-01","game-01",21276,810
"2013-07-11","game-01",21276,810
"2013-07-13","game-01",21276,810
"2013-07-16","game-01",21276,0
"2013-07-07","game-01",21276,810
"2013-07-04","game-01",21276,1620
"2013-07-16","game-01",21276,1620
"2013-07-14","game-01",21276,0
"2013-07-28","game-01",21276,1620
"2013-07-10","game-01",21276,3330
"2013-07-17","game-01",21276,810
"2013-07-10","game-01",21276,1620
"2013-07-16","game-01",8812,810
"2013-07-16","game-01",7575,5710
"2013-07-05","game-01",7575,810
"2013-07-22","game-01",6482,810
"2013-07-28","game-01",6482,810
"2013-07-07","game-01",22204,5710
"2013-07-01","game-01",22204,5710
"2013-07-02","game-01",22204,1620
"2013-07-02","game-01",22204,5710
"2013-07-11","game-01",734,810
"2013-07-02","game-01",16954,0
"2013-07-02","game-01",16954,1620
"2013-07-23","game-01",16954,13330
"2013-07-20","game-01",18372,13330
"2013-07-23","game-01",18372,25710
"2013-07-16","game-01",18799,810
"2013-07-15","game-01",246,1620
"2013-07-11","game-01",246,5710
"2013-07-28","game-01",246,6480
"2013-07-07","game-01",246,1620
"2013-07-05","game-01",246,1620
"2013-07-14","game-01",246,6480
"2013-07-30","game-01",238,1620
"2013-07-11","game-01",238,9520
"2013-07-25","game-01",238,5710
"2013-07-25","game-01",238,9520
"2013-07-07","game-01",238,13330
"2013-07-27","game-01",238,13330
"2013-07-03","game-01",12897,5710
"2013-07-05","game-01",12897,13330
"2013-07-17","game-01",20972,1620
"2013-07-16","game-01",403,810
"2013-07-28","game-01",403,1620
"2013-07-02","game-01",11470,5710
"2013-07-23","game-01",11470,5710
"2013-07-23","game-01",11470,3240
"2013-07-29","game-01",1548,810
"2013-07-30","game-01",1548,2430
"2013-07-15","game-01",6459,1620
"2013-07-28","game-01",1943,3240
"2013-07-23","game-01",1943,1620
"2013-07-02","game-01",1943,5710
"2013-07-02","game-01",1943,3240
"2013-07-29","game-01",1943,3240
"2013-07-26","game-01",3547,5710
"2013-07-19","game-01",117,810
"2013-07-30","game-01",17,810
"2013-07-13","game-01",17,1620
"2013-07-01","game-01",13948,13330
"2013-07-26","game-01",11,1620
"2013-07-29","game-01",11,1620
"2013-07-23","game-01",11,5710
"2013-07-29","game-01",22115,810
"2013-07-30","game-01",22115,810
"2013-07-10","game-01",22115,5710
"2013-07-12","game-01",13015,810
"2013-07-13","game-01",14108,810
"2013-07-29","game-01",14108,810
"2013-07-28","game-01",14108,810
"2013-07-07","game-01",14108,810
"2013-07-08","game-01",6372,5710
"2013-07-05","game-01",18071,4860
"2013-07-04","game-01",18071,4860
"2013-07-05","game-01",18071,1620
"2013-07-14","game-01",18071,3240
"2013-07-04","game-01",18071,1620
"2013-07-15","game-01",18071,3240
"2013-07-15","game-01",18071,810
"2013-07-15","game-01",18071,1620
"2013-07-05","game-01",18071,810
"2013-07-15","game-01",2784,5710
"2013-07-30","game-01",2784,5710
"2013-07-16","game-01",2784,5710
"2013-07-27","game-01",2784,5710
"2013-07-26","game-01",9009,5710
"2013-07-27","game-01",9009,1620
"2013-07-27","game-01",9009,5710
"2013-07-26","game-01",9009,810
"2013-07-26","game-01",9009,4050
"2013-07-10","game-01",6637,810
"2013-07-30","game-01",10460,810
"2013-07-07","game-01",14028,4860
"2013-07-01","game-01",12924,810
"2013-07-01","game-01",33,810
"2013-07-07","game-01",272,810
"2013-07-11","game-01",3888,810
"2013-07-08","game-01",1060,810
"2013-07-13","game-01",1060,810
"2013-07-03","game-01",14129,1620
"2013-07-03","game-01",14129,810
"2013-07-03","game-01",364,810
"2013-07-28","game-01",364,13330
"2013-07-15","game-01",364,13330
"2013-07-04","game-01",364,5710
"2013-07-07","game-01",6325,1620
"2013-07-14","game-01",211,810
"2013-07-26","game-01",211,5710
"2013-07-24","game-01",211,3330
"2013-07-29","game-01",211,1620
"2013-07-29","game-01",211,810
"2013-07-23","game-01",211,2430
"2013-07-19","game-01",211,810
"2013-07-28","game-01",211,810
"2013-07-25","game-01",211,810
"2013-07-22","game-01",211,810
"2013-07-21","game-01",211,1620
"2013-07-25","game-01",211,3330
"2013-07-26","game-01",211,810
"2013-07-15","game-01",211,810
"2013-07-11","game-01",211,3330
"2013-07-01","game-01",6019,13330
"2013-07-01","game-01",6019,5710
"2013-07-02","game-01",6019,13330
"2013-07-01","game-01",6019,11420
"2013-07-01","game-01",6019,6480
"2013-07-02","game-01",6019,5710
"2013-07-02","game-01",123,2430
"2013-07-19","game-01",22808,810
"2013-07-03","game-01",23249,2430
"2013-07-20","game-01",23350,1620
"2013-07-20","game-01",23350,5710
"2013-07-24","game-01",23385,810
